Date,Region,Product_ID,Product_Name,Units_Sold,Revenue,Forecasted_Sales,Actual_Sales,Customer_ID,Customer_Name,Order_ID,Order_Status,Sales_Team_Member,Conversion_Status,Retention_Rate
2024-11-01,South,P004,Widget_D,4387,248904.84,250170.45,248904.84,C40458,"Romero, Castro and David",ORD10562,Completed,Peter Briggs,Won,86.0
2025-04-01,North,P005,Widget_E,5175,473335.69,496691.76,473335.69,C66777,Bennett-Fernandez,ORD21493,Completed,Mackenzie Ross,Lead,85.77
2022-11-01,West,P002,Widget_B,4606,285227.7,293873.69,285227.7,C31468,"Martinez, Wright and Weiss",ORD82187,Completed,Jennifer Cooper,Won,82.54
2024-11-01,South,P004,Widget_D,8740,633868.24,662217.79,633868.24,C87853,"Blake, Buchanan and Crawford",ORD09845,Completed,Shannon Nelson,Lost,78.03
2023-04-01,West,P005,Widget_E,4764,350518.05,367595.49,350518.05,C76138,Fox-Russell,ORD19821,Completed,David Benson,Lost,81.03
2023-05-01,North,P002,Widget_B,3221,172159.69,167347.94,172159.69,C44113,Bradley-Welch,ORD20654,Completed,Jeremy Fernandez,Lost,71.71
2024-08-01,West,P003,Widget_C,4737,400828.56,397211.07,400828.56,C76157,"Collins, Reynolds and Stewart",ORD19018,Completed,Barbara Freeman,Won,73.01
2024-12-01,South,P001,Widget_A,9428,704190.3,675870.82,704190.3,C40719,Chavez Ltd,ORD94562,Completed,Tami Henry,Won,83.13
2024-12-01,West,P001,Widget_A,6967,691820.98,686156.33,691820.98,C55215,Hale PLC,ORD33554,Completed,Amy Little,Won,90.56
2023-04-01,North,P003,Widget_C,9192,721303.25,700456.97,721303.25,C85500,Rogers-Hodges,ORD83791,Completed,Danielle Torres,Won,87.94
2025-04-01,North,P002,Widget_B,6878,370469.62,362473.74,370469.62,C96634,"Vega, Montgomery and Richardson",ORD46469,Completed,Barbara Miller,Won,90.48
2024-06-01,West,P005,Widget_E,3090,209605.86,211142.18,209605.86,C72271,Fox-Walton,ORD50089,Completed,John Shaw,Won,84.5
2025-02-01,West,P002,Widget_B,6625,418524.42,400159.05,418524.42,C05623,"Fox, Powell and Leon",ORD25297,Completed,Isabel Jordan,Won,77.16
2023-07-01,West,P004,Widget_D,7961,480511.09,470385.08,480511.09,C77582,Sanchez and Sons,ORD29023,Cancelled,Tiffany Coleman,Lost,88.22
2022-11-01,North,P004,Widget_D,4243,260749.31,266353.86,260749.31,C16394,"Lucero, Thompson and Davis",ORD79239,Cancelled,Stephanie Warner,Won,87.28
2024-06-01,North,P003,Widget_C,3579,316634.04,318525.56,316634.04,C53922,Martinez PLC,ORD56788,Completed,Edward Hayes,Won,75.3
2025-04-01,North,P003,Widget_C,1042,56508.37,57612.21,56508.37,C28039,Miller-Brooks,ORD35205,Cancelled,Tammy Dougherty,Lost,76.23
2022-11-01,West,P004,Widget_D,6116,530753.49,534984.84,530753.49,C90836,"Byrd, Smith and Moyer",ORD08173,Completed,Nicole Grant,Lost,81.9
2025-04-01,West,P002,Widget_B,6562,475211.32,498275.38,475211.32,C43593,Malone-Smith,ORD52527,Completed,Mr. Kevin Faulkner,Won,80.5
2023-04-01,South,P001,Widget_A,3109,208563.44,209244.4,208563.44,C28812,Bennett-Anderson,ORD28873,Completed,Robert Lamb,Won,73.17
2023-03-01,South,P002,Widget_B,3610,204149.72,214340.03,204149.72,C14350,Lawson-Holden,ORD56083,Completed,Ryan Sweeney,Lead,80.23
2023-04-01,North,P004,Widget_D,2340,131513.56,134401.68,131513.56,C64260,"Freeman, Tran and Hurst",ORD14073,Cancelled,Alan Salas,Won,94.67
2022-05-01,West,P001,Widget_A,1908,113176.68,118388.99,113176.68,C24802,Weaver-Martinez,ORD26223,Completed,Hannah Gray DVM,Won,88.28
2023-11-01,South,P004,Widget_D,4657,311152.81,320341.58,311152.81,C90003,Bryant Group,ORD99408,Completed,John Thomas,Lost,89.72
2022-06-01,South,P005,Widget_E,6241,601062.45,619968.65,601062.45,C44579,Phillips-Moses,ORD62922,Completed,Sarah Perry,Won,74.36
2022-09-01,South,P001,Widget_A,8295,729309.24,754256.02,729309.24,C37452,Romero PLC,ORD95622,Completed,Mrs. Christine Nixon MD,Won,83.21
2023-07-01,West,P005,Widget_E,6278,626841.45,657868.28,626841.45,C62996,Page-Medina,ORD29679,Completed,Victoria Garza,Lost,89.68
2024-11-01,South,P001,Widget_A,8079,469557.44,481947.3,469557.44,C86360,Chang-Thomas,ORD96311,Completed,James Butler,Won,89.38
2024-10-01,South,P004,Widget_D,2454,131787.53,131642.09,131787.53,C02991,Johnson and Sons,ORD33450,Completed,Steven Rivera,Lost,85.83
2023-06-01,North,P003,Widget_C,2216,145118.29,147916.56,145118.29,C78370,Fowler-Mendoza,ORD73105,Completed,Adam Poole,Won,94.43
2023-11-01,North,P003,Widget_C,9686,802565.41,785569.13,802565.41,C26609,"Dixon, Wilson and Acosta",ORD06427,Completed,Beth Martinez,Won,78.05
2025-05-01,West,P005,Widget_E,1953,124142.12,123074.38,124142.12,C31086,Jenkins PLC,ORD60573,Completed,Michael Turner,Lead,79.82
2022-06-01,North,P005,Widget_E,3425,292031.07,278063.92,292031.07,C31317,Moreno Inc,ORD70887,Completed,Scott Clark,Lead,76.24
2023-02-01,North,P002,Widget_B,7038,617843.56,639885.07,617843.56,C84579,"Hanson, Leonard and Tucker",ORD53357,Completed,Brenda Smith,Lost,79.14
2024-11-01,West,P001,Widget_A,8509,451433.75,459057.73,451433.75,C35565,"Gonzalez, Wilson and Turner",ORD00422,Completed,Linda Rosales,Won,83.23
2024-11-01,West,P002,Widget_B,1178,85438.56,82962.05,85438.56,C88850,Nunez Group,ORD08411,Completed,Mrs. Penny Griffith,Won,75.56
2024-06-01,West,P001,Widget_A,8225,820158.84,797538.18,820158.84,C77763,Smith Inc,ORD78153,Completed,Angel Hood,Won,79.44
2024-07-01,South,P004,Widget_D,4473,384754.86,367152.51,384754.86,C11159,Holder Ltd,ORD77776,Completed,Melody Browning,Won,72.89
2023-06-01,West,P001,Widget_A,3704,364534.81,380760.64,364534.81,C73686,Jacobson Ltd,ORD01277,Completed,Carrie Peterson,Won,86.26
2024-05-01,North,P001,Widget_A,5833,515204.12,499374.89,515204.12,C98644,"Collins, Hubbard and Elliott",ORD28704,Completed,Katherine Barnes,Won,84.38
2024-06-01,West,P003,Widget_C,6420,434477.3,445450.1,434477.3,C54893,"Williams, Howell and Colon",ORD79892,Completed,Amy Brady,Won,81.44
2025-01-01,South,P001,Widget_A,9919,921338.81,926960.56,921338.81,C45816,"Kelley, Harris and Gutierrez",ORD98484,Completed,Tony Smith,Won,70.35
2022-11-01,North,P004,Widget_D,2270,147301.69,146533.17,147301.69,C10950,Taylor-Ellison,ORD15037,Completed,Cameron Beck,Won,80.61
2022-11-01,South,P003,Widget_C,8894,526936.31,513772.39,526936.31,C08750,"Bruce, Pearson and Young",ORD67024,Completed,Rachael Silva,Won,74.95
2024-02-01,South,P002,Widget_B,5375,531075.98,544125.96,531075.98,C53617,Chandler-Mahoney,ORD03670,Completed,Marcus Osborn,Lost,83.2
2022-07-01,South,P003,Widget_C,3268,287583.96,294266.62,287583.96,C53682,Butler-Perez,ORD78386,Completed,Michelle Cooper,Won,72.65
2023-04-01,West,P002,Widget_B,7565,705920.56,716490.5,705920.56,C91663,Sanchez Group,ORD78163,Completed,Christopher Tate,Won,85.04
2025-04-01,North,P003,Widget_C,3359,327765.53,336827.02,327765.53,C33888,Valdez LLC,ORD40694,Completed,Barbara Lewis,Lost,90.21
2023-08-01,West,P004,Widget_D,5352,345800.06,359798.26,345800.06,C82263,Cook-Thomas,ORD84309,Completed,Randy Irwin,Lost,89.96
2022-10-01,West,P005,Widget_E,7461,650324.97,654025.32,650324.97,C76940,"Carpenter, Johnson and Harmon",ORD60054,Cancelled,Jimmy Fowler,Won,74.6
2025-04-01,South,P001,Widget_A,8370,494407.81,471787.59,494407.81,C75802,Morse Ltd,ORD18359,Completed,Krystal Webster,Won,75.35
2022-09-01,North,P004,Widget_D,1106,89169.26,91967.96,89169.26,C23390,Mullins-Roberts,ORD85491,Completed,Kristy Camacho,Won,77.55
2024-10-01,South,P005,Widget_E,3244,253265.49,260539.51,253265.49,C01072,Hodges PLC,ORD32461,Completed,Cheryl Cohen,Lead,91.02
2024-09-01,West,P003,Widget_C,8846,529422.86,516068.8,529422.86,C43600,Moyer-Cohen,ORD34415,Completed,Shawn Newman,Lost,89.11
2022-12-01,North,P004,Widget_D,6149,472746.73,464017.33,472746.73,C81842,Francis PLC,ORD20236,Completed,Kimberly Brown,Lost,75.27
2024-05-01,South,P004,Widget_D,2963,283895.53,273147.63,283895.53,C08419,Rivers-Chapman,ORD02472,Completed,Timothy Gillespie,Won,70.23
2022-07-01,South,P004,Widget_D,3437,337848.78,348659.03,337848.78,C11745,"Deleon, King and Malone",ORD32410,Completed,Raymond Griffin,Lead,94.26
2025-05-01,West,P005,Widget_E,7232,477013.0,463682.15,477013.0,C80883,Rodriguez Inc,ORD22481,Completed,Christopher Delacruz,Won,76.3
2022-10-01,North,P001,Widget_A,4437,283392.6,295543.06,283392.6,C13774,Reynolds and Sons,ORD85021,Completed,Karen Anderson,Won,92.68
2023-05-01,South,P001,Widget_A,1908,180080.07,173276.42,180080.07,C12663,"Griffin, Adams and Hill",ORD24444,Completed,Kimberly Mcmillan,Lead,90.65
2025-05-01,West,P005,Widget_E,1258,101515.83,103752.33,101515.83,C65010,"Pitts, Nicholson and Yoder",ORD26158,Completed,Ricky Evans,Lost,71.32
2022-11-01,North,P001,Widget_A,2024,170866.27,162430.06,170866.27,C19414,"Johnson, Thompson and Rose",ORD67454,Completed,Kelli Marshall,Lost,94.19
2023-11-01,West,P001,Widget_A,1075,62165.57,64636.14,62165.57,C35965,"Price, Logan and Washington",ORD55349,Completed,Alice Anderson,Lead,92.58
2023-08-01,West,P005,Widget_E,3488,244511.87,241894.26,244511.87,C72695,Conley-Butler,ORD12628,Completed,Mr. George Perez,Won,80.45
2022-07-01,South,P004,Widget_D,7436,688441.13,668438.52,688441.13,C43541,Clark PLC,ORD36009,Completed,Chris Ramirez,Won,73.82
2023-12-01,North,P004,Widget_D,1494,82540.51,80564.09,82540.51,C55720,Bray Group,ORD15982,Completed,Brenda Dixon,Lead,90.47
2024-05-01,West,P005,Widget_E,9160,603629.95,606645.39,603629.95,C15942,Holt and Sons,ORD42562,Completed,Steven Santiago,Lead,81.92
2022-11-01,South,P004,Widget_D,8763,713957.3,709493.32,713957.3,C47315,Miller LLC,ORD65899,Completed,Willie Jenkins DDS,Won,80.38
2023-03-01,North,P003,Widget_C,5027,468455.3,453894.03,468455.3,C37264,"Adams, Davis and Norton",ORD22922,Completed,Jacob Rhodes,Won,79.83
2024-06-01,South,P003,Widget_C,2175,214517.91,212868.04,214517.91,C36048,"Brown, Gregory and Stuart",ORD85154,Completed,Joshua Allen,Won,83.29
2022-12-01,North,P001,Widget_A,4966,423732.05,428579.81,423732.05,C07503,Perez-Bray,ORD77615,Completed,Matthew Wilson,Won,89.61
2023-04-01,North,P004,Widget_D,1274,71241.94,68170.24,71241.94,C30394,Smith-Acosta,ORD45916,Completed,Darren Zhang,Won,89.45
2023-09-01,North,P001,Widget_A,5654,398572.97,396168.96,398572.97,C49943,Smith-Park,ORD47161,Completed,Derek Morales,Won,72.22
2023-01-01,West,P001,Widget_A,9308,718876.1,723469.04,718876.1,C79758,Aguirre-Garcia,ORD66975,Completed,Natalie Taylor,Won,72.44
2023-07-01,South,P002,Widget_B,9039,757814.32,770593.63,757814.32,C87461,Silva-Pratt,ORD64904,Completed,Susan Williams,Won,79.04
2023-07-01,South,P005,Widget_E,9010,517833.44,505746.57,517833.44,C32005,White Inc,ORD14919,Completed,William Moore,Won,78.18
2024-06-01,West,P002,Widget_B,1116,77984.18,81791.31,77984.18,C95288,Smith-Owen,ORD30882,Completed,John Warner,Lost,88.78
2022-11-01,South,P005,Widget_E,4035,382927.09,382356.52,382927.09,C84118,Barrett-Mcneil,ORD65107,Completed,Jacob Myers,Won,74.29
2022-11-01,South,P005,Widget_E,5009,340129.3,340527.1,340129.3,C47012,Hunter-Jones,ORD57550,Cancelled,Ashley Alvarez,Won,93.64
2024-07-01,South,P001,Widget_A,1015,96037.8,97764.62,96037.8,C57430,"Thornton, Flores and Watts",ORD94321,Completed,Robert Pena,Won,94.47
2022-09-01,South,P002,Widget_B,3929,267108.2,269207.29,267108.2,C29035,Delacruz Inc,ORD79683,Completed,Julia Frye,Won,92.83
2023-07-01,South,P002,Widget_B,3562,200173.82,198672.36,200173.82,C32589,Bush-Smith,ORD50003,Completed,Adam Scott,Lost,94.27
2024-12-01,West,P002,Widget_B,4457,303003.83,313424.19,303003.83,C96864,Williamson PLC,ORD11836,Completed,John Patel,Won,72.74
2023-02-01,South,P003,Widget_C,7223,474359.41,457810.91,474359.41,C02586,Sampson Ltd,ORD03914,Completed,Garrett Thompson,Lost,75.03
2022-06-01,West,P001,Widget_A,2629,150837.88,152454.3,150837.88,C11098,Harris Inc,ORD30787,Completed,Chloe Hall,Won,88.62
2025-03-01,West,P004,Widget_D,4438,443454.62,437334.44,443454.62,C18849,Oconnell-Lee,ORD83385,Completed,Daniel Parks,Won,91.03
2024-01-01,South,P001,Widget_A,7632,469924.05,486198.76,469924.05,C06970,King LLC,ORD99884,Completed,Haley Banks,Won,72.75
2023-06-01,South,P001,Widget_A,4985,427014.84,421353.51,427014.84,C20512,Blanchard Ltd,ORD88613,Completed,Miss Sheila Petersen,Lost,83.97
2024-11-01,West,P005,Widget_E,4609,362091.42,348003.38,362091.42,C12611,Wheeler Group,ORD51913,Completed,Rachel Barker,Won,88.8
2022-10-01,North,P005,Widget_E,5234,505427.83,522739.02,505427.83,C14986,Cruz-Sanchez,ORD06850,Completed,Ricardo Hickman,Won,79.01
2023-07-01,South,P005,Widget_E,7442,415970.3,423899.15,415970.3,C26528,"Moore, Henderson and Griffin",ORD40480,Completed,Samantha Lee,Won,93.29
2022-11-01,North,P001,Widget_A,9278,631423.53,606102.02,631423.53,C09421,"Sims, Morales and Williamson",ORD75358,Completed,Charlotte Hughes,Won,80.26
2025-02-01,North,P004,Widget_D,9869,903294.36,908195.83,903294.36,C07441,Ward-Ryan,ORD74176,Completed,Joe Dixon,Won,80.43
2022-06-01,South,P002,Widget_B,6067,316354.78,325610.05,316354.78,C80700,Mcfarland PLC,ORD37421,Completed,Craig Hodge,Won,75.72
2024-07-01,West,P004,Widget_D,1773,161316.53,153446.93,161316.53,C55797,"Erickson, Gonzalez and Gonzales",ORD39953,Completed,Deanna Gonzalez,Won,87.27
2022-10-01,North,P001,Widget_A,9001,846645.02,855322.62,846645.02,C94406,Smith-Daniel,ORD52497,Completed,Jasmin Haney,Lost,84.53
2025-02-01,South,P004,Widget_D,4722,333343.15,322948.23,333343.15,C54231,"Bonilla, Evans and Cantrell",ORD60365,Cancelled,Christine Gonzales,Lost,77.29
2023-04-01,North,P004,Widget_D,5004,415221.72,415351.54,415221.72,C42515,Smith-Blevins,ORD61998,Completed,Daniel Parsons,Won,74.3
2024-02-01,North,P005,Widget_E,8851,507889.97,482553.91,507889.97,C64297,"Williams, Molina and Davis",ORD05486,Completed,Brian Smith,Won,73.96
2024-04-01,South,P004,Widget_D,6557,633773.51,626868.1,633773.51,C35982,Lopez-Guerrero,ORD01328,Cancelled,Kenneth Vargas,Lost,85.92
2024-12-01,West,P001,Widget_A,2083,193445.18,197572.57,193445.18,C87243,Jones PLC,ORD22006,Completed,Gregory Adams,Lead,78.19
2025-02-01,South,P003,Widget_C,9611,920547.82,910419.14,920547.82,C45801,Curry and Sons,ORD07241,Completed,Jordan White,Won,89.9
2023-09-01,South,P002,Widget_B,2353,174595.76,174986.17,174595.76,C78384,Hamilton PLC,ORD69662,Completed,Dylan Gray,Won,78.04
2022-08-01,West,P005,Widget_E,2802,238169.69,238308.36,238169.69,C66027,"Matthews, Thompson and Bowman",ORD50339,Cancelled,Nicole Taylor,Won,84.26
2023-05-01,West,P003,Widget_C,6892,555554.1,570431.03,555554.1,C53249,Taylor Ltd,ORD79443,Completed,John Thornton,Won,90.64
2023-04-01,West,P004,Widget_D,4323,288486.16,290615.08,288486.16,C66361,"Miller, Smith and Hunter",ORD09233,Completed,Joshua Jones,Lead,75.04
2022-11-01,North,P004,Widget_D,3378,293814.81,280891.84,293814.81,C91483,"Blake, Gibson and Cox",ORD09729,Completed,Brenda Bowen,Won,76.76
2025-03-01,West,P004,Widget_D,6263,354763.21,347271.25,354763.21,C41032,"Camacho, Johnson and Lucas",ORD33544,Completed,Michael Singh,Won,81.83
2022-10-01,South,P001,Widget_A,6290,519203.31,531018.26,519203.31,C10631,Gilbert-Ramsey,ORD40540,Completed,Steven Weber,Won,71.9
2023-06-01,South,P003,Widget_C,6565,366545.5,352459.44,366545.5,C29460,Navarro-Santos,ORD09492,Completed,Keith Bridges,Lost,77.86
2022-10-01,South,P004,Widget_D,7265,473854.13,477715.41,473854.13,C86216,Estrada-Davidson,ORD60633,Completed,Jennifer Turner,Won,88.83
2024-09-01,North,P004,Widget_D,1482,131074.74,136808.72,131074.74,C15118,Galvan-Grimes,ORD60360,Completed,Catherine Benton,Lead,70.8
2023-03-01,South,P002,Widget_B,5745,368230.35,381025.36,368230.35,C60869,Lewis PLC,ORD63926,Completed,Mark Dunn,Won,83.38
2024-08-01,South,P004,Widget_D,7798,433550.59,416752.9,433550.59,C78710,"Parker, Strickland and Crawford",ORD25338,Completed,David Jarvis,Won,74.58
2022-07-01,West,P005,Widget_E,9054,684292.27,705501.57,684292.27,C82321,Perkins Ltd,ORD40636,Cancelled,Marcus White,Lost,77.13
2022-07-01,North,P001,Widget_A,2319,183541.69,176720.17,183541.69,C23098,Little-Patton,ORD74186,Completed,Anna Ford,Won,72.0
2022-12-01,South,P001,Widget_A,6598,635259.61,639345.6,635259.61,C70781,Berry PLC,ORD20021,Completed,Jonathan Clark,Won,80.13
2023-03-01,South,P005,Widget_E,9836,858569.86,869920.71,858569.86,C09328,Clark-Frederick,ORD53808,Completed,Margaret Berry,Won,71.8
2025-04-01,West,P005,Widget_E,1224,102637.48,105491.27,102637.48,C92357,"Solis, Abbott and Lawson",ORD82946,Completed,Cynthia Duffy,Lead,73.3
2023-09-01,North,P002,Widget_B,1664,85616.86,87921.8,85616.86,C09895,Weaver Group,ORD89200,Completed,Mrs. Gabrielle Kelly,Won,82.78
2023-02-01,West,P004,Widget_D,9482,747708.56,744420.87,747708.56,C57881,Wood-Michael,ORD97621,Completed,Christina Dawson,Won,77.78
2025-02-01,West,P003,Widget_C,7459,460894.05,465600.7,460894.05,C56106,Guzman-Oneill,ORD41295,Completed,Stacy Henson,Won,94.85
2025-02-01,South,P003,Widget_C,5132,356043.5,368524.42,356043.5,C01349,Barron-Rodriguez,ORD38369,Completed,Mark Vang,Won,76.81
2024-07-01,West,P003,Widget_C,6592,493381.75,497592.21,493381.75,C80654,"Dunn, Scott and Smith",ORD56877,Completed,Vincent Rice,Lead,87.96
2022-09-01,North,P004,Widget_D,5198,396060.91,402476.63,396060.91,C86313,Ford and Sons,ORD32386,Completed,Michelle Norman,Won,81.74
2023-05-01,North,P004,Widget_D,7217,689393.52,710357.21,689393.52,C86675,Kennedy-Cox,ORD78160,Completed,Karen Yoder,Won,80.72
2024-04-01,West,P004,Widget_D,3534,302595.74,296557.67,302595.74,C67884,"Fox, Trevino and Brown",ORD67737,Completed,Lori Davis,Won,85.35
2024-11-01,West,P002,Widget_B,8280,620066.81,618169.12,620066.81,C10457,"Ramos, Mathews and Garrett",ORD60334,Completed,Daniel Sanders,Lead,90.32
2022-06-01,West,P005,Widget_E,3086,198472.57,207355.65,198472.57,C85000,Diaz and Sons,ORD80967,Completed,Nathan Alexander,Lost,70.92
2024-03-01,West,P001,Widget_A,5620,416274.51,412537.39,416274.51,C98813,Lambert Group,ORD35281,Cancelled,Eddie Carlson,Won,72.62
2024-10-01,North,P004,Widget_D,5109,510111.7,506611.82,510111.7,C34135,"Jones, Caldwell and Gomez",ORD37396,Completed,Christopher Brown,Won,78.71
2022-08-01,West,P001,Widget_A,2427,238965.51,243532.26,238965.51,C41658,"Garrison, King and Holden",ORD98940,Completed,Daniel Hicks,Won,81.84
2023-02-01,South,P001,Widget_A,8407,431659.41,432663.94,431659.41,C28925,"Ford, Padilla and Cannon",ORD08138,Completed,Amanda Gordon,Lost,77.95
2024-04-01,North,P001,Widget_A,8401,648536.28,678027.18,648536.28,C25399,Elliott PLC,ORD60840,Completed,Brian Cole,Lead,88.17
2022-09-01,West,P004,Widget_D,7163,599944.55,613775.12,599944.55,C12747,Hudson Ltd,ORD59839,Completed,Michael Wells,Won,82.72
2022-05-01,South,P003,Widget_C,5726,394111.58,393468.99,394111.58,C95469,Vaughan-Roberts,ORD90422,Completed,Russell Quinn,Lost,83.0
2023-02-01,West,P003,Widget_C,3842,213722.5,206682.36,213722.5,C57021,Pittman Inc,ORD04365,Cancelled,Julie Griffith,Won,70.64
2023-01-01,North,P001,Widget_A,9634,623949.51,608231.76,623949.51,C13707,Montgomery-Pollard,ORD93970,Completed,Joshua George,Won,90.52
2025-03-01,North,P002,Widget_B,7105,540314.08,556493.13,540314.08,C63708,Daniels LLC,ORD69458,Completed,David Gardner,Won,75.61
2024-07-01,South,P003,Widget_C,9098,712889.4,719252.76,712889.4,C30067,Ferguson-Thompson,ORD39205,Completed,Donald Chavez,Won,71.07
2024-12-01,North,P002,Widget_B,5403,393157.25,407485.69,393157.25,C86357,Johnson PLC,ORD78371,Completed,Anna Weiss,Lost,73.64
2024-10-01,South,P004,Widget_D,8470,692419.66,685993.41,692419.66,C81720,"Thompson, Miller and Hamilton",ORD03385,Completed,Jonathan Jones,Won,92.97
2023-02-01,West,P003,Widget_C,2579,148773.74,149087.26,148773.74,C18289,"Wallace, Bass and Patel",ORD30187,Completed,Larry White,Won,85.0
2025-02-01,West,P001,Widget_A,4054,284037.33,283751.39,284037.33,C04820,Perez-Roach,ORD26847,Completed,Riley Martinez,Won,93.39
2023-04-01,South,P001,Widget_A,6497,516798.0,506416.88,516798.0,C58822,Cook-Smith,ORD84731,Completed,Luis Nichols,Lead,78.29
2022-09-01,North,P002,Widget_B,8058,449806.8,468382.6,449806.8,C13829,Peck-Hernandez,ORD99972,Completed,Rachel Fernandez,Won,78.58
2025-04-01,South,P001,Widget_A,7432,564726.01,549218.09,564726.01,C47606,Copeland-Griffin,ORD19726,Completed,Brian Patel,Lost,83.65
2023-11-01,North,P002,Widget_B,2879,246915.66,253726.19,246915.66,C07766,"Johnson, Simon and Riley",ORD67991,Completed,Russell Alvarado,Lost,87.25
2023-02-01,West,P005,Widget_E,6942,392128.39,403660.82,392128.39,C29740,"Schmidt, Jefferson and Graham",ORD88574,Completed,Mrs. Alison Santiago,Won,87.68
2025-05-01,South,P002,Widget_B,2699,141367.33,146572.55,141367.33,C97350,Garcia Inc,ORD04767,Completed,Jennifer Rowe,Won,82.08
2024-08-01,North,P005,Widget_E,6662,659646.48,676444.31,659646.48,C74358,"Morrison, Oliver and Duke",ORD96342,Completed,Rebecca Morris,Lost,75.86
2024-12-01,West,P004,Widget_D,1756,132490.14,129413.01,132490.14,C57028,"Lyons, Anderson and Boyd",ORD14263,Completed,Theodore Hicks,Won,77.96
2024-03-01,South,P004,Widget_D,1691,165016.17,171911.32,165016.17,C94356,Johnson-Wall,ORD73471,Completed,Marcus English,Lead,90.43
2022-08-01,West,P005,Widget_E,6086,378243.37,378049.62,378243.37,C41578,Esparza LLC,ORD41996,Completed,John Garcia,Lost,70.27
2023-05-01,North,P001,Widget_A,9029,559965.13,536840.39,559965.13,C36270,Reid LLC,ORD06072,Completed,Taylor Mills,Won,76.08
2024-02-01,West,P001,Widget_A,2232,191973.81,200952.59,191973.81,C49288,Ware-Johnson,ORD31687,Completed,Mark English,Won,76.67
2023-07-01,North,P001,Widget_A,7024,393681.51,398643.67,393681.51,C89770,Castillo-Martin,ORD76961,Completed,Alexander Parsons,Lost,74.16
2023-12-01,West,P003,Widget_C,9884,756429.93,791059.31,756429.93,C16774,Callahan-Bauer,ORD27594,Completed,Timothy Carrillo,Won,91.95
2024-04-01,North,P005,Widget_E,2072,121653.9,117976.12,121653.9,C79929,Thomas-Brown,ORD96006,Completed,Steven Gomez,Lost,80.77
2022-06-01,North,P004,Widget_D,2843,166019.63,168767.8,166019.63,C07084,Ali-Jenkins,ORD89870,Completed,Teresa Brown,Lead,78.06
2024-07-01,South,P003,Widget_C,2466,169858.69,161715.57,169858.69,C51574,Mendoza Inc,ORD66277,Completed,Steven Davis,Won,70.46
2025-03-01,North,P005,Widget_E,5640,341307.97,333534.0,341307.97,C42190,"Smith, Spencer and Williams",ORD41872,Cancelled,David Woods,Won,78.87
2025-05-01,West,P005,Widget_E,5281,337266.84,341863.21,337266.84,C03789,Wright and Sons,ORD02076,Cancelled,Aaron West,Won,94.03
2022-08-01,West,P001,Widget_A,6569,375893.38,384382.0,375893.38,C34179,Welch Ltd,ORD43627,Cancelled,Jacob Chapman,Won,92.9
2024-07-01,West,P005,Widget_E,6389,360693.12,352125.62,360693.12,C28161,Wells-Perkins,ORD85794,Completed,Kelly Waters,Won,77.12
2025-03-01,South,P002,Widget_B,1016,80007.89,80467.41,80007.89,C27536,"Stokes, Smith and Holmes",ORD37852,Cancelled,Amanda Decker,Won,74.51
2023-08-01,West,P004,Widget_D,9170,678334.42,680103.09,678334.42,C68071,Humphrey-Clark,ORD48310,Completed,Jason Simpson,Won,89.14
2023-05-01,South,P002,Widget_B,6601,606984.37,611041.14,606984.37,C85328,Rios Inc,ORD11208,Completed,Joseph Short,Lost,74.81
2024-05-01,South,P001,Widget_A,8349,764072.19,770067.97,764072.19,C84392,"Lutz, Thompson and Smith",ORD56528,Completed,Rebecca Townsend,Lost,73.87
2025-01-01,West,P003,Widget_C,3307,180850.71,183465.71,180850.71,C78648,Hale and Sons,ORD75254,Completed,Brooke Hines,Lead,81.23
2023-08-01,North,P005,Widget_E,3222,274236.53,287862.86,274236.53,C19042,Friedman-Sanders,ORD57755,Completed,Dana Cannon,Lead,78.37
2023-01-01,North,P001,Widget_A,4077,294651.84,284235.79,294651.84,C41058,"Brown, Johnson and Goodman",ORD23521,Completed,Samuel Rodriguez,Lost,73.43
2023-08-01,South,P002,Widget_B,1225,82351.36,78407.89,82351.36,C98960,"Swanson, Frost and Beck",ORD18899,Completed,Kathryn Haley,Won,89.83
2022-07-01,West,P001,Widget_A,9909,986239.52,997531.35,986239.52,C60256,"Greer, Brown and Higgins",ORD30738,Completed,Joel Hess,Won,73.56
2023-05-01,West,P003,Widget_C,4505,258670.68,246133.3,258670.68,C41779,Thomas-Phillips,ORD99919,Cancelled,Sara Beasley,Won,89.96
2022-10-01,South,P003,Widget_C,2018,176310.33,184623.38,176310.33,C99965,Medina Inc,ORD23356,Completed,Margaret Lee,Won,83.67
2023-01-01,South,P005,Widget_E,3664,213913.45,208379.74,213913.45,C85295,"Perry, Bishop and Caldwell",ORD52290,Completed,Melinda Vazquez,Lost,89.89
2024-04-01,West,P002,Widget_B,6938,663393.92,671605.28,663393.92,C55537,Gardner-Leonard,ORD32695,Completed,Crystal Browning,Won,83.98
2022-09-01,North,P002,Widget_B,4250,411136.88,413834.82,411136.88,C21205,Richardson Inc,ORD47219,Completed,Eric Case,Won,76.85
2024-10-01,South,P001,Widget_A,7551,686136.36,673093.01,686136.36,C50775,Phelps-Butler,ORD33788,Completed,Shannon Ritter,Won,81.08
2023-04-01,North,P001,Widget_A,1939,116705.02,120714.71,116705.02,C74864,"Cooper, Reeves and Dixon",ORD63458,Completed,Jennifer Washington,Lead,70.6
