Date,Machine_ID,Machine_Name,Shift,Units_Produced,Downtime_Minutes,Scrap_Units,Defect_Percentage,Machine_Utilization (%),Bottleneck_Reason,Delay_Cause,Planned_Production,Actual_Production,Energy_Consumption (kWh),Operator_Name
2022-05-20,M003,Machine_M003,Swing,952,78,17,2.58,71.21,Tooling Issue,Setup Delay,1039,952,1556,Christina Guerrero
2023-11-27,M001,Machine_M001,Swing,847,82,12,2.15,74.62,Material Shortage,None,907,847,1300,Lauren Scott
2022-10-12,M005,Machine_M005,Swing,438,29,10,2.97,76.58,Operator Error,None,534,438,1371,Alexandria Haley
2024-05-12,M004,Machine_M004,Swing,310,26,5,3.12,71.77,Tooling Issue,None,423,310,1049,Aaron Gross
2022-06-28,M001,Machine_M001,Day,670,6,21,4.23,94.98,None,Maintenance Delay,774,670,1339,Amy Hill
2024-10-24,M005,Machine_M005,Night,375,27,18,4.18,71.47,Operator Error,Setup Delay,448,375,1383,John Hart
2024-10-04,M002,Machine_M002,Night,401,51,9,3.95,93.62,None,Setup Delay,468,401,1855,Rebecca Smith
2024-11-02,M001,Machine_M001,Night,520,49,19,2.02,87.35,None,None,619,520,1055,Angela Gonzalez
2023-01-17,M004,Machine_M004,Swing,232,46,8,2.76,71.96,Operator Error,Maintenance Delay,284,232,1638,Tina Valdez
2024-07-23,M001,Machine_M001,Swing,156,66,5,1.33,71.0,Operator Error,Setup Delay,235,156,1094,Renee Jennings
2022-06-29,M004,Machine_M004,Swing,683,94,19,1.41,67.99,Tooling Issue,None,784,683,1759,Barbara Johnston
2023-06-21,M003,Machine_M003,Swing,838,63,10,4.07,80.11,Tooling Issue,Maintenance Delay,973,838,1570,Jillian Collins
2022-07-09,M003,Machine_M003,Night,800,41,5,2.83,69.28,Material Shortage,Power Issue,940,800,1736,Michael Reed
2022-09-15,M002,Machine_M002,Swing,709,6,0,2.34,81.83,Tooling Issue,Power Issue,772,709,1687,Amy Mckinney
2022-05-04,M004,Machine_M004,Day,351,62,2,0.9,77.73,Material Shortage,Setup Delay,418,351,1953,Charlene Johnson
2025-02-06,M003,Machine_M003,Swing,859,88,21,0.79,75.73,Tooling Issue,Setup Delay,994,859,1767,Bryan Taylor
2024-07-07,M001,Machine_M001,Swing,222,57,6,2.54,89.85,None,None,341,222,1114,Caitlin Adkins
2022-10-03,M001,Machine_M001,Swing,952,93,23,2.55,83.55,Tooling Issue,Power Issue,1063,952,1010,James Peters
2023-08-06,M001,Machine_M001,Day,862,24,15,1.97,66.04,None,Power Issue,938,862,1909,John Clark
2023-05-26,M005,Machine_M005,Day,332,59,10,2.87,72.21,Material Shortage,Maintenance Delay,388,332,1366,Manuel Ellis
2024-06-04,M002,Machine_M002,Day,277,83,4,4.65,73.87,Tooling Issue,None,409,277,1685,Victoria Ramsey
2022-09-27,M005,Machine_M005,Night,755,3,29,0.51,73.8,Material Shortage,Power Issue,853,755,1882,Martha Porter
2023-06-02,M004,Machine_M004,Night,253,37,11,1.47,85.45,None,None,326,253,1488,Dawn Nguyen
2025-03-17,M004,Machine_M004,Night,815,110,15,2.69,80.65,Tooling Issue,None,921,815,1151,Yvonne Payne
2024-02-27,M004,Machine_M004,Night,190,84,6,4.95,76.58,None,Maintenance Delay,304,190,1383,David Smith
2022-11-20,M003,Machine_M003,Swing,182,23,4,3.27,84.71,Operator Error,Power Issue,296,182,1726,Christopher Anderson
2024-08-28,M002,Machine_M002,Day,329,7,7,1.59,89.01,Material Shortage,Setup Delay,400,329,1579,Jasmine Ross
2024-11-09,M004,Machine_M004,Night,386,32,2,3.07,81.19,Tooling Issue,Maintenance Delay,522,386,1514,Amy George
2022-07-11,M002,Machine_M002,Swing,625,81,19,3.25,76.89,None,Maintenance Delay,698,625,1229,Richard Phillips
2023-04-17,M001,Machine_M001,Night,751,40,31,2.82,90.76,None,Power Issue,867,751,1941,Courtney Jones
2025-04-17,M004,Machine_M004,Swing,683,8,29,4.55,79.14,Material Shortage,Power Issue,786,683,1374,Brittany Nguyen
2024-10-02,M005,Machine_M005,Night,151,73,4,1.31,82.66,Material Shortage,Power Issue,260,151,1578,Angela James
2025-01-17,M002,Machine_M002,Night,922,74,35,2.57,60.35,None,Power Issue,1015,922,1774,Jason Bell
2024-08-21,M004,Machine_M004,Swing,174,54,0,2.0,80.13,Tooling Issue,Maintenance Delay,268,174,1976,Kyle Lopez
2025-03-01,M002,Machine_M002,Night,783,82,33,5.0,66.88,Material Shortage,Power Issue,865,783,1509,Aaron Dunn
2024-09-19,M005,Machine_M005,Swing,407,57,10,4.91,64.3,Operator Error,Setup Delay,538,407,1880,Nicole Todd
2023-07-20,M002,Machine_M002,Night,439,58,13,0.57,66.07,Material Shortage,None,538,439,1190,Jeffrey Welch
2022-07-02,M004,Machine_M004,Swing,601,40,25,3.93,87.36,Material Shortage,None,731,601,1213,Kathleen Williams MD
2022-05-13,M001,Machine_M001,Swing,879,54,2,3.35,66.23,Material Shortage,None,933,879,1193,Kevin French
2023-10-20,M001,Machine_M001,Day,707,118,22,4.56,65.6,Tooling Issue,Maintenance Delay,764,707,1224,Sherry Johnson
2024-03-15,M001,Machine_M001,Day,234,75,2,3.65,87.27,Tooling Issue,Power Issue,377,234,1713,Lance Newman
2023-12-24,M002,Machine_M002,Day,549,117,15,2.33,64.68,None,Setup Delay,631,549,1027,Dr. John Brown
2024-07-20,M005,Machine_M005,Night,458,54,4,3.89,75.79,Tooling Issue,Power Issue,576,458,1599,Derek Garrett
2024-10-18,M005,Machine_M005,Night,361,41,11,4.6,67.56,Operator Error,Maintenance Delay,426,361,1404,Thomas Harrison
2023-10-25,M002,Machine_M002,Day,900,33,3,0.55,75.68,None,Power Issue,960,900,1873,Angela Frazier
2022-07-14,M001,Machine_M001,Night,635,77,29,4.05,90.73,None,Setup Delay,778,635,1562,Brittany Jones
2023-07-21,M004,Machine_M004,Night,191,87,5,1.42,83.03,Material Shortage,None,244,191,1606,Suzanne Kelly
2023-03-19,M001,Machine_M001,Swing,548,63,26,4.06,76.11,Material Shortage,Maintenance Delay,648,548,1899,Meredith Gregory
2024-06-22,M001,Machine_M001,Night,446,15,8,4.19,81.82,Material Shortage,Maintenance Delay,530,446,1242,Robin Sims
2024-06-03,M005,Machine_M005,Day,897,108,1,3.83,84.49,None,Setup Delay,980,897,1592,Laura Williams
2022-12-20,M003,Machine_M003,Day,825,33,1,1.03,87.54,Operator Error,None,897,825,1365,Anthony Gibson
2023-06-05,M002,Machine_M002,Day,707,22,17,4.47,62.55,Tooling Issue,Power Issue,763,707,1598,Joshua Massey
2022-12-24,M002,Machine_M002,Night,568,96,8,4.78,81.98,Material Shortage,Power Issue,694,568,1997,Lee Morris
2023-03-01,M004,Machine_M004,Night,450,53,9,4.76,74.1,Material Shortage,Setup Delay,523,450,1810,Christopher Hernandez
2022-10-14,M003,Machine_M003,Night,682,1,8,4.79,94.6,Material Shortage,Power Issue,738,682,1518,Megan Chan
2023-11-16,M002,Machine_M002,Day,508,102,20,2.68,67.26,Operator Error,Setup Delay,609,508,1671,Mariah Wells
2023-05-17,M005,Machine_M005,Night,649,68,20,4.24,83.73,Tooling Issue,None,791,649,1844,Kelly Johnson
2024-07-17,M004,Machine_M004,Day,306,104,2,4.24,94.32,Tooling Issue,Maintenance Delay,357,306,1253,Andrea York
2022-05-02,M004,Machine_M004,Day,266,25,7,4.95,85.72,Tooling Issue,Setup Delay,406,266,1663,Deborah Douglas
2022-05-18,M001,Machine_M001,Day,460,68,20,1.41,89.1,Material Shortage,None,597,460,1179,Lauren David
2025-03-31,M002,Machine_M002,Day,478,101,7,2.3,90.42,Material Shortage,Maintenance Delay,579,478,1550,Alison Miller
2023-05-12,M004,Machine_M004,Night,697,67,29,4.91,76.09,None,Power Issue,838,697,1035,Kyle Conrad
2022-12-13,M001,Machine_M001,Swing,458,68,7,1.27,81.13,Operator Error,None,536,458,1195,Devon Baird
2025-04-18,M002,Machine_M002,Night,157,12,2,0.79,85.9,Tooling Issue,Setup Delay,246,157,1192,Jon Bennett
2024-03-23,M002,Machine_M002,Swing,829,87,34,4.43,72.95,Operator Error,Setup Delay,963,829,1713,Joshua Rodriguez
2024-02-07,M001,Machine_M001,Night,246,61,2,1.11,64.59,Tooling Issue,None,387,246,1026,Steven Silva
2022-08-04,M001,Machine_M001,Day,574,60,23,3.63,77.17,Tooling Issue,Setup Delay,629,574,1713,Alejandro Nichols
2024-10-12,M003,Machine_M003,Day,500,12,7,4.65,62.33,Operator Error,Maintenance Delay,571,500,1689,Savannah Flores
2023-12-29,M002,Machine_M002,Night,296,7,8,1.85,94.96,Operator Error,Maintenance Delay,437,296,1956,Marie Estrada
2022-10-14,M001,Machine_M001,Day,342,119,2,1.24,88.45,Operator Error,Power Issue,473,342,1588,Andrew Chambers
2023-11-09,M005,Machine_M005,Swing,433,68,19,2.37,89.03,Material Shortage,Maintenance Delay,563,433,1165,William Young
2022-10-06,M001,Machine_M001,Day,886,4,16,0.56,72.28,Operator Error,Maintenance Delay,1030,886,1554,Caleb Bird
2025-02-01,M003,Machine_M003,Swing,772,92,18,1.96,80.3,Material Shortage,None,824,772,1295,Scott Jenkins
2023-12-11,M004,Machine_M004,Swing,185,38,9,4.71,74.14,Tooling Issue,Maintenance Delay,330,185,1218,Peter Yang
2023-11-16,M002,Machine_M002,Day,295,89,7,3.74,88.65,None,Power Issue,416,295,1448,Alexis Kim
2023-03-19,M003,Machine_M003,Day,885,21,40,2.86,67.47,None,Maintenance Delay,1023,885,1638,Tyler Walsh
2024-04-03,M005,Machine_M005,Day,417,29,10,3.53,86.16,None,Maintenance Delay,558,417,1609,Stephanie Rosales
2022-06-21,M003,Machine_M003,Swing,815,56,18,4.4,76.34,Tooling Issue,None,934,815,1955,Jessica Rogers
2023-10-27,M002,Machine_M002,Night,613,63,4,3.12,69.17,Tooling Issue,Setup Delay,722,613,1719,Yolanda Terrell
2022-06-30,M002,Machine_M002,Night,164,102,2,3.34,78.91,Material Shortage,Power Issue,285,164,1342,Stephanie Guzman
2023-02-05,M001,Machine_M001,Day,188,43,1,0.89,65.91,Material Shortage,Maintenance Delay,287,188,1691,Kathleen Caldwell
2025-02-09,M002,Machine_M002,Day,884,79,39,1.37,73.81,Tooling Issue,Maintenance Delay,993,884,1753,Mr. Christopher Durham
2024-07-12,M003,Machine_M003,Day,366,98,1,2.76,77.68,None,Power Issue,481,366,1213,Mary Rodriguez
2023-10-30,M002,Machine_M002,Day,159,90,4,4.93,91.85,None,Setup Delay,291,159,1591,Brenda Medina
2024-07-02,M001,Machine_M001,Night,267,117,6,1.95,80.71,Operator Error,Power Issue,331,267,1591,Angela Fletcher
2022-10-02,M002,Machine_M002,Night,428,19,13,2.66,78.03,Operator Error,None,571,428,1317,Kevin Callahan
2024-06-27,M003,Machine_M003,Swing,136,6,3,3.33,63.98,Operator Error,Setup Delay,190,136,1819,Tanya Martinez
2023-03-27,M005,Machine_M005,Day,862,63,20,4.29,87.48,Material Shortage,None,913,862,1840,Dylan Ellis
2023-08-29,M002,Machine_M002,Day,209,100,3,2.44,67.91,Material Shortage,None,337,209,1496,Julie Russell
2023-03-28,M005,Machine_M005,Swing,126,19,3,4.79,62.71,Tooling Issue,Power Issue,235,126,1870,Amanda Chapman
2023-09-26,M001,Machine_M001,Swing,273,31,4,2.53,90.24,Tooling Issue,Setup Delay,420,273,1340,Michelle Bowers
2023-04-07,M001,Machine_M001,Day,675,19,10,1.07,64.98,Operator Error,Maintenance Delay,818,675,1930,Juan Carlson
2023-04-15,M002,Machine_M002,Day,770,92,20,4.51,69.66,Operator Error,Power Issue,911,770,1645,Lynn Douglas
2024-02-15,M003,Machine_M003,Swing,822,54,6,2.35,71.07,None,Power Issue,940,822,1768,Brandon Gibson
2022-09-15,M005,Machine_M005,Night,327,62,12,1.76,93.41,Operator Error,None,433,327,1775,Thomas Figueroa
2024-05-02,M001,Machine_M001,Day,267,96,4,2.0,83.37,Tooling Issue,Power Issue,385,267,1384,Michelle Robinson
2023-09-25,M005,Machine_M005,Night,969,4,19,4.29,62.97,Material Shortage,Maintenance Delay,1067,969,1232,Vanessa Kelly
2025-01-22,M005,Machine_M005,Swing,360,98,8,1.31,91.92,Tooling Issue,None,469,360,1073,Martin Lambert
2023-09-12,M004,Machine_M004,Swing,843,29,5,3.97,64.01,Tooling Issue,Maintenance Delay,987,843,1116,Jennifer Morales
2024-10-29,M003,Machine_M003,Night,112,85,0,2.32,81.73,Operator Error,Setup Delay,256,112,1858,Alex Tran
2024-09-15,M004,Machine_M004,Night,416,112,11,4.88,72.43,None,Power Issue,544,416,1448,Amy Morris
2024-10-30,M004,Machine_M004,Swing,176,88,4,3.03,78.79,Material Shortage,Power Issue,300,176,1144,Kelly Smith
2025-01-02,M004,Machine_M004,Swing,656,105,25,3.84,79.09,Operator Error,Maintenance Delay,738,656,1866,Mark Mueller
2023-06-02,M005,Machine_M005,Night,499,100,23,1.68,61.97,Operator Error,None,632,499,1338,Ann Henry
2022-09-01,M005,Machine_M005,Swing,290,102,14,3.94,71.62,Operator Error,None,413,290,1794,John Huffman
2025-02-03,M005,Machine_M005,Swing,526,92,24,1.16,61.3,Material Shortage,Power Issue,641,526,1071,Susan Pearson
2023-10-29,M002,Machine_M002,Day,957,51,9,4.44,76.2,None,Power Issue,1050,957,1811,Dean Stanley
2024-11-21,M001,Machine_M001,Night,342,10,11,2.54,69.69,None,None,469,342,1177,Roger Ford
2025-04-25,M002,Machine_M002,Night,338,85,16,3.69,72.96,Operator Error,Setup Delay,480,338,1402,Andrea Duran
2023-03-31,M003,Machine_M003,Swing,565,21,17,1.39,73.7,Material Shortage,None,685,565,1611,Matthew Salinas
2023-02-17,M005,Machine_M005,Swing,495,68,23,1.59,71.97,Operator Error,Maintenance Delay,603,495,1335,Anthony Williams
2023-12-17,M004,Machine_M004,Swing,419,81,9,4.83,71.26,None,Maintenance Delay,491,419,1646,Victoria Christensen
2024-03-25,M005,Machine_M005,Swing,407,31,4,0.98,88.03,Material Shortage,Maintenance Delay,547,407,1574,Melissa Sexton
2022-05-14,M001,Machine_M001,Night,267,2,5,3.82,63.81,Tooling Issue,None,375,267,1960,Tiffany Nichols
2022-08-17,M001,Machine_M001,Swing,562,8,23,3.59,88.28,Material Shortage,Setup Delay,696,562,1826,Michael Rhodes
2022-11-30,M001,Machine_M001,Day,823,46,25,4.16,83.2,Tooling Issue,Setup Delay,921,823,1502,Nicole Silva
2024-02-26,M002,Machine_M002,Night,878,109,37,3.38,66.45,Tooling Issue,Power Issue,1017,878,1450,Krista Foster
2023-04-26,M005,Machine_M005,Swing,567,116,24,3.25,60.25,Operator Error,Power Issue,671,567,1056,Katherine Campbell
2024-01-02,M005,Machine_M005,Swing,715,103,20,1.07,83.39,Tooling Issue,Setup Delay,811,715,1268,Kimberly Underwood
2023-12-26,M002,Machine_M002,Swing,256,98,1,3.59,94.9,Operator Error,None,338,256,1760,Gregory Haynes
2025-04-21,M001,Machine_M001,Night,847,3,17,1.8,86.5,None,None,916,847,1269,Emily Ramirez
2022-10-04,M004,Machine_M004,Day,587,76,13,1.42,94.27,None,Setup Delay,678,587,1331,Jerome Henderson
2023-08-22,M003,Machine_M003,Swing,719,65,15,1.6,73.18,None,Setup Delay,797,719,1438,Theresa Lawrence
2024-05-23,M005,Machine_M005,Night,339,119,12,0.6,72.49,Operator Error,Setup Delay,400,339,1831,Lawrence Foster
2024-10-27,M002,Machine_M002,Day,623,99,12,1.31,61.47,Tooling Issue,Power Issue,707,623,1466,Elizabeth Nelson
2024-07-13,M001,Machine_M001,Day,998,0,12,4.08,80.91,None,Setup Delay,1107,998,1687,Jessica Shaw
2023-03-18,M003,Machine_M003,Swing,523,91,23,0.95,67.6,Material Shortage,None,587,523,1961,Robert Adams
2023-06-12,M001,Machine_M001,Day,232,52,9,0.85,70.41,Tooling Issue,Setup Delay,337,232,1872,David Johnson
2023-10-04,M002,Machine_M002,Swing,612,11,19,2.71,68.95,None,Maintenance Delay,755,612,1989,Amanda Brown
2022-08-05,M002,Machine_M002,Night,865,90,11,3.66,77.36,Operator Error,Power Issue,936,865,1682,Jeremy Bell
2024-05-14,M001,Machine_M001,Day,333,81,10,0.91,84.5,Tooling Issue,None,479,333,1697,Diana Cowan
2022-12-06,M004,Machine_M004,Swing,102,13,2,1.13,66.97,Operator Error,Setup Delay,152,102,1013,Terri Ruiz
2023-03-12,M002,Machine_M002,Swing,319,84,0,1.85,73.55,Tooling Issue,None,444,319,1540,Travis Mcdowell
2025-01-29,M003,Machine_M003,Swing,563,98,21,1.42,60.4,None,Setup Delay,638,563,1410,Joel Barnes
2022-11-07,M002,Machine_M002,Swing,637,99,29,1.33,77.35,Tooling Issue,Setup Delay,733,637,1006,Suzanne Hunt
2022-10-26,M003,Machine_M003,Day,790,32,6,3.19,83.64,Operator Error,Setup Delay,840,790,1597,Edward Miller
2023-12-01,M003,Machine_M003,Night,991,40,2,3.35,87.54,Operator Error,Setup Delay,1070,991,1906,Jason Miller
2023-08-12,M004,Machine_M004,Swing,866,101,12,4.98,64.39,None,Maintenance Delay,940,866,1727,Joseph Thornton
2023-03-31,M003,Machine_M003,Night,466,56,9,4.78,63.64,None,Maintenance Delay,538,466,1782,Matthew Johnson
2022-11-15,M002,Machine_M002,Day,660,91,23,4.06,91.83,Tooling Issue,Power Issue,801,660,1685,Jessica Powers
2022-09-01,M003,Machine_M003,Day,158,30,5,2.16,60.79,Operator Error,Power Issue,229,158,1540,Julie Conrad
2022-07-21,M001,Machine_M001,Swing,721,119,13,2.5,79.96,Material Shortage,None,790,721,1848,Douglas Evans
2023-10-20,M005,Machine_M005,Swing,426,31,17,0.62,65.86,Tooling Issue,None,573,426,1146,Keith Ayala
2025-01-10,M002,Machine_M002,Swing,250,53,7,3.83,81.04,Material Shortage,Power Issue,382,250,1576,Nancy Craig
2023-12-29,M004,Machine_M004,Swing,560,62,14,4.05,80.61,Tooling Issue,Maintenance Delay,623,560,1438,Tammy Carter
2023-03-22,M004,Machine_M004,Swing,473,57,10,2.05,92.99,Tooling Issue,Setup Delay,621,473,1918,Richard Brown
2025-03-09,M005,Machine_M005,Night,904,52,43,2.05,74.17,Operator Error,Power Issue,1033,904,1909,Jennifer Mcdowell
2024-06-17,M001,Machine_M001,Night,110,44,3,1.52,63.08,Tooling Issue,Power Issue,170,110,1935,Ann Chen
2024-07-19,M005,Machine_M005,Night,423,59,6,1.28,86.78,Operator Error,Power Issue,526,423,1893,Karen Hernandez
2023-09-24,M005,Machine_M005,Swing,658,5,19,3.3,78.0,Material Shortage,Power Issue,780,658,1574,Susan Kelley
2025-04-14,M004,Machine_M004,Swing,812,113,37,1.79,79.25,Tooling Issue,Setup Delay,877,812,1836,Joseph Bean
2024-09-07,M004,Machine_M004,Day,343,13,13,3.5,86.4,Tooling Issue,None,424,343,1828,Renee Pena
2025-02-02,M005,Machine_M005,Swing,898,63,33,2.58,76.42,Operator Error,Maintenance Delay,988,898,1828,Elizabeth Pugh
2023-06-06,M001,Machine_M001,Night,973,105,5,4.67,64.75,None,Setup Delay,1097,973,1951,Heather Green
2023-08-31,M002,Machine_M002,Night,455,76,5,1.69,70.68,Material Shortage,None,585,455,1019,Erin Buckley
2024-07-07,M001,Machine_M001,Swing,921,60,9,4.54,64.45,Operator Error,Maintenance Delay,1003,921,1279,Mark Long
2023-11-27,M001,Machine_M001,Swing,596,56,19,4.96,74.22,Operator Error,Maintenance Delay,729,596,1318,Cynthia Ruiz
2023-02-24,M005,Machine_M005,Swing,395,7,8,1.54,88.11,Material Shortage,None,524,395,1207,David Hill
2022-09-18,M002,Machine_M002,Night,181,56,0,3.06,93.66,None,None,280,181,1658,Jennifer Leon
2023-03-03,M001,Machine_M001,Night,814,49,25,4.12,67.56,Operator Error,Setup Delay,938,814,1010,Heather Patterson
2022-11-28,M002,Machine_M002,Swing,738,92,12,1.37,71.69,Operator Error,Maintenance Delay,805,738,1386,Dennis Simmons
2022-11-28,M001,Machine_M001,Night,818,65,35,2.06,69.01,None,Power Issue,927,818,1317,Christopher Anderson
2024-11-15,M004,Machine_M004,Night,679,114,28,0.77,60.57,Tooling Issue,Setup Delay,763,679,1581,Jason Harrison
2024-01-09,M005,Machine_M005,Night,609,27,0,1.78,71.24,Tooling Issue,None,743,609,1365,Martha Thompson
2023-09-06,M003,Machine_M003,Day,925,76,18,2.0,78.89,Tooling Issue,None,1070,925,1894,Barbara Smith
2024-03-05,M002,Machine_M002,Night,924,25,24,4.67,79.31,None,Maintenance Delay,1065,924,1521,Paul Harrison
2024-06-24,M005,Machine_M005,Swing,763,7,35,4.46,68.58,None,Setup Delay,909,763,1341,Kimberly Williams
2023-07-02,M005,Machine_M005,Night,570,47,21,4.23,83.38,None,Maintenance Delay,654,570,1475,Jennifer Bell MD
2024-11-02,M005,Machine_M005,Day,658,26,27,4.4,75.42,Material Shortage,Power Issue,733,658,1669,John Mcmillan
2025-02-23,M001,Machine_M001,Swing,212,104,7,3.71,67.75,Tooling Issue,Power Issue,272,212,1554,Samuel Chavez
2024-10-27,M002,Machine_M002,Day,290,27,4,2.44,64.96,Operator Error,Power Issue,403,290,1310,Brian Williams
2022-07-20,M001,Machine_M001,Day,462,86,18,1.31,67.47,Operator Error,Setup Delay,594,462,1132,Molly Beasley
2023-09-07,M004,Machine_M004,Swing,371,86,11,3.29,83.25,None,Setup Delay,519,371,1324,Shannon Browning
2023-11-13,M005,Machine_M005,Swing,537,25,14,2.77,79.83,Operator Error,None,627,537,1593,Dalton Hunter
2022-05-30,M001,Machine_M001,Swing,446,19,20,1.6,60.65,None,Setup Delay,555,446,1416,Cody Roberson
2025-03-31,M002,Machine_M002,Night,376,68,15,0.78,76.41,Material Shortage,Maintenance Delay,465,376,1967,Alejandro Baker
2024-01-05,M004,Machine_M004,Night,193,76,0,0.58,88.99,Material Shortage,None,265,193,1267,Rhonda Harris DVM
2023-12-31,M005,Machine_M005,Night,265,109,4,2.92,72.85,Tooling Issue,Setup Delay,388,265,1157,Candace Matthews
2024-03-24,M002,Machine_M002,Night,389,12,0,4.61,94.84,Operator Error,Setup Delay,520,389,1579,Rachel Love
2022-10-14,M001,Machine_M001,Swing,715,96,16,1.4,79.6,Operator Error,Setup Delay,839,715,1162,Lynn Wolfe
2024-05-05,M002,Machine_M002,Swing,648,106,17,0.87,73.82,Material Shortage,Setup Delay,740,648,1552,Charles Williams
2024-08-15,M002,Machine_M002,Night,730,107,25,4.23,91.47,Tooling Issue,None,850,730,1749,Amber Yoder
2024-01-17,M004,Machine_M004,Swing,272,34,7,3.07,76.58,Material Shortage,Power Issue,347,272,1556,Jennifer Miller
2024-11-09,M005,Machine_M005,Swing,778,44,22,2.61,76.31,Material Shortage,None,912,778,1188,Jay Lewis
2023-04-30,M005,Machine_M005,Night,230,45,6,4.77,68.62,Tooling Issue,Setup Delay,304,230,1004,John Jones
2022-07-16,M004,Machine_M004,Night,213,106,5,2.16,63.11,Material Shortage,Power Issue,330,213,1728,Sherri Rodriguez
2022-11-29,M003,Machine_M003,Swing,209,96,3,0.87,80.91,Tooling Issue,Power Issue,349,209,1703,Melissa Lawrence
2024-02-01,M004,Machine_M004,Swing,835,8,39,4.09,93.74,None,Setup Delay,969,835,1484,Clarence Davis
2022-07-27,M005,Machine_M005,Day,645,99,8,1.2,74.29,None,Maintenance Delay,725,645,1946,Thomas Williams III
2022-12-10,M004,Machine_M004,Swing,481,88,0,0.95,84.16,Tooling Issue,Setup Delay,569,481,1633,Angel Wright
2025-04-28,M005,Machine_M005,Night,316,89,6,4.16,73.11,Tooling Issue,Power Issue,427,316,1448,Jodi Robinson
2022-09-02,M005,Machine_M005,Day,701,13,12,1.67,83.14,Material Shortage,Setup Delay,760,701,1904,Darrell Fox
2023-04-17,M005,Machine_M005,Night,410,95,19,3.54,60.98,Operator Error,Power Issue,486,410,1115,Carrie Jones
2023-07-20,M001,Machine_M001,Swing,362,4,12,4.03,65.21,Operator Error,Setup Delay,417,362,1111,Nicholas Johnston
2022-10-20,M002,Machine_M002,Swing,149,27,4,1.96,72.4,Tooling Issue,Power Issue,237,149,1580,Mark Mercer
2024-02-05,M002,Machine_M002,Day,663,97,32,2.59,91.11,Material Shortage,Maintenance Delay,778,663,1777,John Brandt
2023-11-15,M003,Machine_M003,Night,747,104,11,4.1,93.45,Operator Error,Power Issue,857,747,1100,Traci Ewing
2024-12-23,M001,Machine_M001,Day,287,29,5,3.9,80.77,Operator Error,Maintenance Delay,367,287,1443,Tasha Stewart
2022-10-30,M001,Machine_M001,Night,998,22,32,0.62,70.91,None,None,1108,998,1284,Riley Woodard
2025-01-26,M003,Machine_M003,Day,464,61,3,3.99,70.9,Material Shortage,Setup Delay,529,464,1227,Lynn Thomas
2024-03-13,M005,Machine_M005,Swing,844,46,22,1.54,89.8,None,Maintenance Delay,958,844,1308,Angel Stephens
2024-01-25,M003,Machine_M003,Night,728,28,28,4.66,67.81,Material Shortage,None,855,728,1924,Mr. Zachary Herman
2023-07-23,M001,Machine_M001,Day,653,34,18,4.62,94.03,None,Power Issue,706,653,1721,Justin Wright
2025-02-16,M002,Machine_M002,Night,947,49,38,4.47,83.94,Operator Error,None,1040,947,1990,Alison Gonzalez
2024-08-16,M005,Machine_M005,Swing,881,72,40,3.22,88.46,Operator Error,Maintenance Delay,999,881,1001,Carl Newton
2024-10-25,M005,Machine_M005,Night,288,94,1,2.41,64.68,Operator Error,Power Issue,350,288,1904,Larry Harper
2024-10-16,M003,Machine_M003,Night,601,87,27,3.43,83.12,Operator Error,None,674,601,1215,Kimberly Norton
2023-10-15,M001,Machine_M001,Day,786,108,30,3.16,61.09,Operator Error,None,868,786,1662,Kayla Clark
2023-11-24,M005,Machine_M005,Day,679,65,2,3.3,70.08,Tooling Issue,Power Issue,756,679,1332,Nathan Logan
2024-11-21,M003,Machine_M003,Night,380,56,14,4.07,79.63,None,Power Issue,498,380,1395,William Brady
2024-12-12,M004,Machine_M004,Day,830,46,27,3.12,85.22,Operator Error,Setup Delay,947,830,1636,Michelle Baker
2022-08-06,M005,Machine_M005,Swing,806,2,3,4.7,89.73,Tooling Issue,Power Issue,928,806,1072,Christopher Griffin
2024-12-31,M004,Machine_M004,Day,830,40,39,0.86,79.07,None,Setup Delay,907,830,1165,Mitchell Rhodes
2025-04-16,M001,Machine_M001,Night,570,109,5,4.81,86.54,Material Shortage,Maintenance Delay,682,570,1804,Christopher Schaefer
2023-02-04,M002,Machine_M002,Day,146,0,4,2.62,75.03,Material Shortage,Setup Delay,248,146,1653,Thomas Gray
2023-01-25,M001,Machine_M001,Night,301,45,10,4.77,88.0,None,Setup Delay,392,301,1470,Kimberly Herrera
2025-02-23,M003,Machine_M003,Night,150,49,2,0.63,78.46,None,Power Issue,227,150,1706,James Wilson
2023-03-22,M005,Machine_M005,Day,849,116,40,3.32,62.72,Operator Error,None,941,849,1801,Richard Spencer
2024-02-25,M005,Machine_M005,Day,631,62,27,3.85,92.97,None,Power Issue,747,631,1521,Jeffrey Strickland
2024-07-28,M001,Machine_M001,Night,509,15,12,2.41,69.47,Material Shortage,Setup Delay,579,509,1817,Miguel Glenn
2024-10-30,M003,Machine_M003,Swing,431,47,19,1.02,77.28,None,Power Issue,579,431,1453,Robert Ayala
2024-07-18,M001,Machine_M001,Night,110,83,2,1.07,62.0,Material Shortage,Power Issue,237,110,1187,Sean Hodges
2025-04-01,M005,Machine_M005,Day,577,91,16,1.61,80.56,Material Shortage,Setup Delay,666,577,1805,Jesus Lane
2024-06-05,M004,Machine_M004,Swing,883,113,11,4.21,72.61,Tooling Issue,Power Issue,1007,883,1145,Steve Lambert
2023-02-07,M004,Machine_M004,Night,880,19,43,4.02,62.8,Material Shortage,None,956,880,1806,David Snyder
